player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_start,pos_proxy,pts_lag1,reb_lag1,ast_lag1,ts_pct_lag1,usg_pct_lag1,net_rating_lag1,d_pts,d_ts,next_pts,next_reb,next_ast,next_ts_pct,improved_next_pts
Sterling Brown,DAL,27.0,195.58,99.336648,Southern Methodist,USA,2017,2,46,49,3.3,3.0,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22,2021,Wing (proxy),8.2,4.4,1.4,0.597,0.133,-5.4,-4.9,-0.1019999999999999,,,,,0
Steve Blake,DET,36.0,190.5,78.017824,Maryland,USA,2003,2,38,58,4.4,1.5,3.4,-3.7,0.01,0.092,0.148,0.51,0.311,2015-16,2015,Guard (proxy),4.3,1.7,3.6,0.507,0.132,3.6,0.1000000000000005,0.003,,,,,0
Steve Francis,HOU,31.0,190.5,95.25432,Maryland,USA,1999,1,2,10,5.5,2.3,3.0,-1.5,0.044,0.086,0.183,0.41,0.233,2007-08,2007,Guard (proxy),11.3,3.6,3.9,0.57,0.1969999999999999,-0.9,-5.800000000000001,-0.1599999999999999,,,,,0
Steve Goodrich,CHI,25.0,208.28,99.79024,Princeton,USA,Undrafted,Undrafted,Undrafted,12,1.6,1.8,0.5,-8.2,0.068,0.128,0.104,0.451,0.075,2000-01,2000,Big (proxy),,,,,,,,,,,,,0
Steve Hamer,BOS,23.0,213.36,111.13004,Tennessee,USA,1996,2,38,35,2.2,1.7,0.2,-3.1,0.065,0.181,0.126,0.545,0.037,1996-97,1996,Big (proxy),,,,,,,,,,,,,0
Steve Henson,DET,30.0,185.42,81.64656,Kansas State,USA,1990,2,44,23,1.6,0.1,0.2,10.2,0.0,0.0409999999999999,0.249,0.619,0.105,1997-98,1997,Guard (proxy),,,,,,,,,,,,,0
Steve Kerr,SAS,37.0,185.42,81.64656,Arizona,USA,1988,2,50,75,4.0,0.8,0.9,1.7,0.015,0.0559999999999999,0.148,0.552,0.128,2002-03,2002,Guard (proxy),4.1,0.9,1.0,0.573,0.154,3.3,-0.0999999999999996,-0.0209999999999999,,,,,0
Steve Nash,LAL,40.0,190.5,80.73937600000001,Santa Clara,Canada,1996,1,15,15,6.8,1.9,5.7,-9.3,0.012,0.086,0.186,0.488,0.428,2013-14,2013,Guard (proxy),12.7,2.8,6.7,0.605,0.177,1.4,-5.9,-0.1169999999999999,,,,,0
Steve Novak,MIL,33.0,208.28,102.0582,Marquette,USA,2006,2,32,10,2.4,0.5,0.0,5.1,0.0,0.102,0.18,0.6509999999999999,0.0,2015-16,2015,Big (proxy),1.8,0.6,0.3,0.5539999999999999,0.133,-19.6,0.5999999999999999,0.0969999999999999,,,,,0
Steven Adams,MEM,29.0,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,42,8.6,11.5,2.3,9.7,0.171,0.222,0.139,0.564,0.107,2022-23,2022,Big (proxy),6.9,10.0,3.4,0.56,0.118,8.3,1.6999999999999993,0.0039999999999998,,,,,0
Steven Hunter,MEM,28.0,213.36,108.86208,DePaul,USA,2001,1,15,21,2.5,2.0,0.0,-11.7,0.128,0.16,0.18,0.45,0.0,2009-10,2009,Big (proxy),2.1,1.5,0.0,0.53,0.155,-7.6,0.3999999999999999,-0.08,,,,,0
Steven Smith,MIA,36.0,203.2,100.243832,Michigan State,USA,1991,1,5,50,6.3,1.3,1.4,-6.0,0.022,0.087,0.185,0.5539999999999999,0.161,2004-05,2004,Wing (proxy),5.0,1.1,0.8,0.5429999999999999,0.183,-3.7,1.2999999999999998,0.011,,,,,0
Stojko Vrankovic,LAC,34.0,218.44,117.93392,,USA,Undrafted,Undrafted,Undrafted,65,3.0,4.0,0.6,-6.9,0.081,0.21,0.1169999999999999,0.4539999999999999,0.053,1997-98,1997,Big (proxy),3.4,3.2,0.3,0.583,0.125,-7.1,-0.3999999999999999,-0.129,,,,,0
Stromile Swift,PHX,29.0,208.28,99.79024,Louisiana State,USA,2000,1,2,19,3.3,2.4,0.2,-1.8,0.093,0.175,0.1939999999999999,0.46,0.025,2008-09,2008,Big (proxy),6.1,3.6,0.5,0.5479999999999999,0.1969999999999999,-4.8,-2.8,-0.0879999999999999,,,,,0
Sun Sun,LAL,23.0,205.74,92.98636,,USA,2007,2,40,10,0.6,0.0,0.2,-82.9,0.0,0.0,0.187,0.273,0.118,2008-09,2008,Big (proxy),,,,,,,,,,,,,0
Sundiata Gaines,NJN,26.0,185.42,90.7184,Georgia,USA,Undrafted,Undrafted,Undrafted,57,5.1,1.9,2.2,-7.6,0.039,0.121,0.212,0.465,0.278,2011-12,2011,Guard (proxy),4.6,1.6,1.8,0.4589999999999999,0.222,-5.2,0.5,0.0060000000000001,,,,,0
Svi Mykhailiuk,CHA,26.0,200.66,92.98636,Kansas,Ukraine,2018,2,47,32,6.9,1.7,1.7,1.0,0.032,0.079,0.191,0.584,0.1669999999999999,2022-23,2022,Wing (proxy),4.6,1.6,0.8,0.509,0.161,-5.9,2.3000000000000007,0.0749999999999999,,,,,0
T.J. Ford,SAS,29.0,182.88,74.84268,Texas,USA,2003,1,8,14,3.6,1.3,3.2,7.3,0.019,0.089,0.173,0.519,0.349,2011-12,2011,Guard (proxy),5.4,2.0,3.4,0.434,0.186,-1.8,-1.8000000000000005,0.085,,,,,0
T.J. Leaf,IND,23.0,208.28,100.697424,UCLA,USA,2017,1,18,28,3.0,2.5,0.3,0.2,0.094,0.174,0.18,0.451,0.057,2019-20,2019,Big (proxy),,,,,,,,,,,,,0
T.J. McConnell,IND,31.0,185.42,86.18248,Arizona,USA,2015,Undrafted,Undrafted,75,8.7,3.1,5.3,-2.4,0.0279999999999999,0.123,0.182,0.59,0.39,2022-23,2022,Guard (proxy),8.5,3.3,4.9,0.525,0.157,-5.5,0.1999999999999993,0.0649999999999999,,,,,0
T.J. Warren,PHX,29.0,203.2,99.79024,North Carolina State,USA,2014,1,14,42,7.5,2.9,1.0,4.4,0.038,0.131,0.185,0.55,0.081,2022-23,2022,Wing (proxy),19.8,4.2,1.5,0.61,0.2289999999999999,2.7,-12.3,-0.0599999999999999,,,,,0
TJ Leaf,IND,22.0,208.28,102.0582,UCLA,USA,2017,1,18,58,3.9,2.2,0.4,3.6,0.077,0.145,0.158,0.5720000000000001,0.063,2018-19,2018,Big (proxy),2.9,1.5,0.2,0.545,0.136,-11.7,1.0,0.027,,,,,0
TJ Warren,PHX,23.0,203.2,102.0582,North Carolina State,USA,2014,1,14,66,14.4,5.1,1.1,-6.8,0.064,0.1159999999999999,0.19,0.539,0.0559999999999999,2016-17,2016,Wing (proxy),11.0,3.1,0.9,0.5489999999999999,0.198,-7.2,3.4000000000000004,-0.0099999999999998,,,,,0
Tacko Fall,CLE,26.0,228.6,141.067112,UCF,Senegal,Undrafted,Undrafted,Undrafted,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.3979999999999999,0.048,2021-22,2021,Big (proxy),2.5,2.7,0.2,0.66,0.127,6.3,-1.4,-0.2620000000000001,,,,,0
Taj Gibson,WAS,38.0,205.74,105.233344,Southern California,USA,2009,1,26,49,3.4,1.9,0.7,-1.1,0.068,0.143,0.151,0.585,0.094,2022-23,2022,Big (proxy),4.4,4.4,0.6,0.606,0.099,3.3,-1.0000000000000004,-0.021,,,,,0
Talen Horton-Tucker,UTA,22.0,193.04,106.140528,Iowa State,USA,2019,2,46,65,10.7,3.2,3.8,0.1,0.03,0.1169999999999999,0.25,0.508,0.2739999999999999,2022-23,2022,Guard (proxy),10.0,3.2,2.7,0.503,0.1889999999999999,-2.2,0.6999999999999993,0.005,,,,,0
Tamar Slay,NJN,24.0,203.2,97.52228,Marshall,USA,2002,2,53,22,2.4,1.1,0.6,-14.2,0.075,0.125,0.223,0.401,0.1689999999999999,2003-04,2003,Wing (proxy),2.6,0.9,0.4,0.428,0.213,-0.8,-0.2000000000000001,-0.0269999999999999,,,,,0
Tarence Kinsey,CLE,25.0,198.12,85.728888,South Carolina,USA,Undrafted,Undrafted,Undrafted,50,2.0,0.8,0.2,-4.6,0.047,0.1119999999999999,0.18,0.595,0.062,2008-09,2008,Wing (proxy),3.6,1.1,0.2,0.492,0.1969999999999999,2.3,-1.6,0.1029999999999999,,,,,0
Tari Eason,HOU,22.0,203.2,97.52228,Louisiana State,USA,2022,1,17,82,9.3,6.0,1.1,-4.8,0.1009999999999999,0.172,0.184,0.525,0.075,2022-23,2022,Wing (proxy),,,,,,,,,,,,,0
Tarik Black,HOU,26.0,205.74,113.398,Kansas,USA,Undrafted,Undrafted,Undrafted,51,3.5,3.2,0.3,-7.3,0.108,0.181,0.147,0.5820000000000001,0.042,2017-18,2017,Big (proxy),5.7,5.1,0.6,0.56,0.154,-1.9,-2.2,0.022,,,,,0
Tariq Abdul-Wahad,DAL,28.0,198.12,102.0582,San Jose State,France,1997,1,11,14,4.1,2.9,1.5,8.5,0.075,0.1369999999999999,0.15,0.47,0.147,2002-03,2002,Wing (proxy),5.6,3.5,1.0,0.418,0.19,-7.8,-1.5,0.0519999999999999,,,,,0
Taurean Green,DEN,21.0,182.88,80.28578399999998,Florida,USA,2007,2,52,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208,2007-08,2007,Guard (proxy),,,,,,,,,,,,,0
Taurean Prince,MIN,29.0,198.12,98.883056,Baylor,USA,2016,1,12,54,9.1,2.4,1.6,0.9,0.013,0.096,0.165,0.597,0.094,2022-23,2022,Wing (proxy),7.3,2.5,1.0,0.589,0.166,0.7,1.7999999999999998,0.008,,,,,0
Tayshaun Prince,MIN,36.0,205.74,96.161504,Kentucky,USA,2002,1,23,77,2.9,1.9,1.0,-1.9,0.025,0.089,0.083,0.466,0.073,2015-16,2015,Big (proxy),7.5,3.6,1.6,0.504,0.153,-4.8,-4.6,-0.0379999999999999,,,,,0
Terance Mann,LAC,26.0,195.58,97.52228,Florida State,USA,2019,2,48,81,8.8,3.4,2.3,0.3,0.042,0.107,0.149,0.619,0.139,2022-23,2022,Wing (proxy),10.8,5.2,2.6,0.5720000000000001,0.157,1.5,-2.0,0.0469999999999999,,,,,0
Terence Davis,SAC,26.0,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,64,6.7,2.2,1.0,4.0,0.024,0.14,0.215,0.563,0.11,2022-23,2022,Guard (proxy),10.4,3.1,1.3,0.5429999999999999,0.244,4.4,-3.7,0.02,,,,,0
Terence Morris,ORL,27.0,205.74,100.243832,Maryland,USA,2001,2,33,22,1.6,1.7,0.2,-0.8,0.038,0.212,0.138,0.348,0.034,2005-06,2005,Big (proxy),3.7,2.6,0.5,0.5,0.154,-4.3,-2.1,-0.152,,,,,0
Terrance Ferguson,PHI,23.0,198.12,86.18248,,USA,2017,1,21,13,0.2,0.1,0.2,-17.8,0.0,0.024,0.094,0.143,0.057,2020-21,2020,Wing (proxy),3.9,1.3,0.9,0.481,0.092,-4.0,-3.7,-0.3379999999999999,,,,,0
Terrel Harris,NOH,25.0,193.04,86.18248,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,20,0.8,1.3,0.5,0.9,0.036,0.19,0.173,0.239,0.107,2012-13,2012,Guard (proxy),3.6,2.3,1.2,0.434,0.17,-8.3,-2.8,-0.195,,,,,0
Terrell Brandon,MIN,32.0,180.34,78.471416,Oregon,USA,1991,1,11,32,12.4,2.9,8.3,7.2,0.02,0.085,0.201,0.494,0.387,2001-02,2001,Guard (proxy),16.0,3.8,7.5,0.507,0.221,2.6,-3.6,-0.013,,,,,0
Terrence Jones,MIL,25.0,205.74,115.66596,Kentucky,USA,2012,1,18,54,10.8,5.7,1.1,-1.7,0.053,0.203,0.216,0.515,0.075,2016-17,2016,Big (proxy),8.7,4.2,0.8,0.519,0.195,-10.5,2.1000000000000014,-0.004,,,,,0
Terrence Ross,PHX,32.0,200.66,93.439952,Washington,USA,2012,1,8,63,8.3,2.4,1.5,-2.6,0.016,0.099,0.166,0.544,0.1009999999999999,2022-23,2022,Wing (proxy),10.0,2.6,1.8,0.515,0.196,-11.9,-1.6999999999999993,0.029,,,,,0
Terrence Williams,BOS,26.0,198.12,99.79024,Louisville,USA,2009,1,11,24,4.6,1.8,1.6,0.7,0.015,0.142,0.188,0.518,0.19,2012-13,2012,Wing (proxy),7.1,3.4,2.2,0.488,0.216,-8.1,-2.5,0.03,,,,,0
Terry Cummings,GSW,39.0,205.74,99.79024,DePaul,USA,1982,1,2,22,8.4,4.9,1.0,-7.6,0.108,0.1689999999999999,0.2289999999999999,0.474,0.094,1999-00,1999,Big (proxy),9.1,5.1,1.2,0.479,0.231,-4.6,-0.6999999999999993,-0.005,,,,,0
Terry Davis,DEN,34.0,208.28,122.46984,Virginia Union,USA,Undrafted,Undrafted,Undrafted,19,1.7,2.8,0.4,-8.5,0.102,0.174,0.074,0.476,0.05,2000-01,2000,Big (proxy),3.4,3.8,0.3,0.579,0.102,-1.4,-1.7,-0.1029999999999999,,,,,0
Terry Dehere,VAN,27.0,193.04,86.18248,Seton Hall,USA,1993,1,13,26,3.2,0.9,1.0,-12.6,0.027,0.067,0.165,0.471,0.171,1998-99,1998,Guard (proxy),6.4,1.4,2.5,0.494,0.1889999999999999,-7.2,-3.2,-0.023,,,,,0
Terry Mills,IND,33.0,208.28,104.32616,Michigan,USA,1990,1,16,14,1.8,1.5,0.4,-15.9,0.037,0.168,0.174,0.368,0.0819999999999999,2000-01,2000,Big (proxy),6.7,4.8,1.0,0.545,0.132,-0.1,-4.9,-0.177,,,,,0
Terry Porter,SAS,39.0,190.5,92.98636,Wisconsin-Stevens Point,USA,1985,1,24,72,5.5,2.3,2.8,14.0,0.011,0.125,0.156,0.5579999999999999,0.25,2001-02,2001,Guard (proxy),7.2,2.5,3.1,0.583,0.1669999999999999,13.3,-1.7000000000000002,-0.025,,,,,0
Terry Rozier,CHA,29.0,185.42,86.18248,Louisville,USA,2015,1,16,63,21.1,4.1,5.1,-6.2,0.021,0.095,0.262,0.517,0.22,2022-23,2022,Guard (proxy),19.3,4.3,4.5,0.5660000000000001,0.2269999999999999,1.4,1.8000000000000007,-0.049,,,,,0
Terry Taylor,CHI,23.0,193.04,104.32616,Austin Peay,USA,Undrafted,Undrafted,Undrafted,31,2.9,1.5,0.3,4.5,0.088,0.076,0.129,0.557,0.052,2022-23,2022,Guard (proxy),9.6,5.2,1.2,0.6559999999999999,0.151,-6.9,-6.699999999999999,-0.0989999999999998,,,,,0
Thabo Sefolosha,HOU,36.0,198.12,97.52228,,Switzerland,2006,1,13,41,2.2,2.3,0.6,3.9,0.043,0.152,0.1,0.487,0.074,2019-20,2019,Wing (proxy),3.8,2.5,0.5,0.599,0.129,8.8,-1.5999999999999996,-0.1119999999999999,,,,,0
Thaddeus Young,TOR,35.0,203.2,106.59412,Georgia Tech,USA,2007,1,12,54,4.4,3.1,1.4,-5.6,0.083,0.136,0.131,0.573,0.133,2022-23,2022,Wing (proxy),6.2,4.0,2.0,0.5479999999999999,0.1689999999999999,-0.2,-1.7999999999999998,0.025,,,,,0
Thanasis Antetokounmpo,MIL,30.0,200.66,99.336648,,Greece,2014,2,51,37,1.4,1.2,0.4,-26.6,0.075,0.139,0.138,0.4579999999999999,0.115,2022-23,2022,Wing (proxy),3.6,2.1,0.5,0.5770000000000001,0.155,-10.1,-2.2,-0.1190000000000001,,,,,0
Theo Maledon,CHA,22.0,195.58,79.3786,,France,2020,2,34,44,6.7,2.8,3.5,-8.9,0.016,0.128,0.166,0.515,0.247,2022-23,2022,Wing (proxy),7.1,2.6,2.2,0.5,0.201,-10.5,-0.3999999999999994,0.015,,,,,0
Theo Pinson,DAL,27.0,200.66,96.161504,North Carolina,USA,Undrafted,Undrafted,Undrafted,40,2.4,1.6,1.2,-7.6,0.0289999999999999,0.163,0.136,0.512,0.196,2022-23,2022,Wing (proxy),2.5,1.1,0.9,0.5529999999999999,0.138,-12.4,-0.1,-0.0409999999999999,,,,,0
Theo Ratliff,LAL,38.0,208.28,106.59412,Wyoming,USA,1995,1,18,10,0.2,1.3,0.3,-12.0,0.087,0.106,0.06,0.145,0.06,2010-11,2010,Big (proxy),3.6,3.2,0.5,0.511,0.13,0.1,-3.4,-0.366,,,,,0
Theron Smith,CHA,24.0,203.2,102.0582,Ball State,USA,Undrafted,Undrafted,Undrafted,33,3.2,3.5,0.8,-16.7,0.081,0.182,0.151,0.367,0.094,2004-05,2004,Wing (proxy),2.2,2.1,0.4,0.473,0.153,0.7,1.0,-0.1059999999999999,,,,,0
Thomas Bryant,DEN,25.0,208.28,112.490816,Indiana,USA,2017,2,42,59,9.8,5.7,0.5,-4.7,0.081,0.223,0.181,0.682,0.042,2022-23,2022,Big (proxy),7.4,4.0,0.9,0.607,0.188,-9.1,2.4000000000000004,0.075,,,,,0
Thomas Gardner,ATL,24.0,195.58,102.0582,Missouri,USA,Undrafted,Undrafted,Undrafted,16,1.5,0.4,0.1,7.7,0.0,0.073,0.191,0.318,0.042,2008-09,2008,Wing (proxy),,,,,,,,,,,,,0
Thomas Hamilton,HOU,25.0,218.44,149.68536,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,22,3.7,4.1,0.7,-8.0,0.129,0.2739999999999999,0.187,0.46,0.087,1999-00,1999,Big (proxy),,,,,,,,,,,,,0
Thomas Robinson,LAL,26.0,208.28,107.501304,Kansas,USA,2012,1,5,48,5.0,4.6,0.6,-7.5,0.158,0.304,0.206,0.535,0.088,2016-17,2016,Big (proxy),4.3,5.1,0.6,0.4529999999999999,0.192,-13.9,0.7000000000000002,0.0820000000000001,,,,,0
Thomas Welsh,DEN,23.0,213.36,115.66596,UCLA,USA,2018,2,58,11,1.6,0.4,0.5,2.3,0.0,0.114,0.153,0.648,0.2,2018-19,2018,Big (proxy),,,,,,,,,,,,,0
Thon Maker,DET,23.0,213.36,100.243832,,South Sudan,2016,1,10,60,4.7,2.8,0.7,-8.0,0.069,0.152,0.16,0.5820000000000001,0.088,2019-20,2019,Big (proxy),5.0,3.2,0.7,0.53,0.148,0.9,-0.2999999999999998,0.052,,,,,0
Thurl Bailey,UTA,38.0,210.82,112.037224,North Carolina State,USA,1983,1,7,43,4.2,2.2,0.6,2.7,0.085,0.132,0.19,0.476,0.093,1998-99,1998,Big (proxy),,,,,,,,,,,,,0
Tiago Splitter,ATL,31.0,210.82,111.13004,,Brazil,2007,1,28,36,5.6,3.3,0.8,9.3,0.09,0.145,0.154,0.5710000000000001,0.077,2015-16,2015,Big (proxy),8.2,4.8,1.5,0.601,0.183,12.4,-2.6,-0.0299999999999999,,,,,0
Tibor Pleiss,UTA,26.0,220.98,116.119552,,Germany,2010,2,31,12,2.0,1.3,0.2,-6.0,0.095,0.134,0.1989999999999999,0.4639999999999999,0.043,2015-16,2015,Big (proxy),,,,,,,,,,,,,0
Tierre Brown,LAL,26.0,187.96,85.728888,McNeese State,USA,Undrafted,Undrafted,Undrafted,76,4.4,1.2,2.0,-5.1,0.023,0.079,0.2,0.437,0.248,2004-05,2004,Guard (proxy),4.3,2.0,2.6,0.499,0.2239999999999999,3.3,0.1000000000000005,-0.062,,,,,0
Tim Duncan,SAS,40.0,210.82,113.398,Wake Forest,US Virgin Islands,1997,1,1,61,8.6,7.3,2.7,13.7,0.087,0.2339999999999999,0.174,0.523,0.153,2015-16,2015,Big (proxy),13.9,9.1,3.0,0.56,0.223,7.0,-5.300000000000001,-0.037,,,,,0
Tim Frazier,CLE,31.0,182.88,77.11064,Penn State,USA,Undrafted,Undrafted,Undrafted,12,3.3,1.6,2.8,-17.5,0.024,0.066,0.1369999999999999,0.3979999999999999,0.254,2021-22,2021,Guard (proxy),3.6,1.2,3.4,0.4639999999999999,0.171,-6.9,-0.3000000000000002,-0.066,,,,,0
Tim Hardaway,IND,36.0,182.88,88.45044,Texas-El Paso,USA,1989,1,14,10,4.9,1.5,2.4,15.5,0.009,0.115,0.21,0.483,0.2789999999999999,2002-03,2002,Guard (proxy),9.6,1.8,4.1,0.492,0.217,-1.7,-4.699999999999999,-0.009,,,,,0
Tim Hardaway Jr.,DAL,31.0,195.58,92.98636,Michigan,USA,2013,1,24,71,14.4,3.5,1.8,3.4,0.01,0.108,0.201,0.5539999999999999,0.088,2022-23,2022,Wing (proxy),14.2,3.7,2.2,0.52,0.214,1.3,0.200000000000001,0.0339999999999999,,,,,0
Tim James,CHH,24.0,200.66,96.161504,Miami (FL),USA,1999,1,25,30,1.5,1.2,0.3,0.2,0.099,0.11,0.154,0.387,0.065,2000-01,2000,Wing (proxy),,,,,,,,,,,,,0
Tim Kempton,SAS,33.0,208.28,111.13004,Notre Dame,USA,1986,6,124,10,0.4,0.8,0.2,-6.2,0.051,0.088,0.099,0.34,0.061,1996-97,1996,Big (proxy),,,,,,,,,,,,,0
Tim Legler,GSW,33.0,193.04,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,23,3.3,1.0,1.0,-16.6,0.013,0.077,0.1369999999999999,0.4479999999999999,0.134,1999-00,1999,Guard (proxy),4.0,1.3,0.7,0.506,0.154,-4.2,-0.7000000000000002,-0.0580000000000001,,,,,0
Tim Quarterman,POR,22.0,198.12,86.18248,Louisiana State,USA,Undrafted,Undrafted,Undrafted,16,1.9,0.9,0.7,0.0,0.053,0.119,0.236,0.511,0.2339999999999999,2016-17,2016,Wing (proxy),,,,,,,,,,,,,0
Tim Thomas,DAL,33.0,208.28,108.86208,Villanova,USA,1997,1,7,18,7.5,2.3,0.8,-2.3,0.052,0.123,0.211,0.579,0.076,2009-10,2009,Big (proxy),8.5,3.1,1.1,0.555,0.2,-0.8,-1.0,0.0239999999999999,,,,,0
Tim Young,GSW,24.0,218.44,122.46984,Stanford,USA,1999,2,56,25,2.2,1.4,0.2,-4.6,0.086,0.19,0.181,0.492,0.057,1999-00,1999,Big (proxy),,,,,,,,,,,,,0
Timofey Mozgov,BKN,31.0,215.9,124.7378,,Russia,Undrafted,Undrafted,Undrafted,31,4.2,3.2,0.4,-12.8,0.083,0.178,0.161,0.617,0.05,2017-18,2017,Big (proxy),7.4,4.9,0.8,0.5529999999999999,0.17,-9.2,-3.2,0.064,,,,,0
Timothe Luwawu-Cabarrot,ATL,27.0,200.66,97.52228,,France,2016,1,24,52,4.4,1.6,0.8,-3.5,0.024,0.094,0.135,0.556,0.08,2021-22,2021,Wing (proxy),6.4,2.2,1.2,0.493,0.165,-0.4,-2.0,0.063,,,,,0
Tobias Harris,PHI,30.0,200.66,102.511792,Tennessee,USA,2011,1,19,74,14.7,5.7,2.5,5.5,0.03,0.15,0.18,0.602,0.114,2022-23,2022,Wing (proxy),17.2,6.8,3.5,0.5660000000000001,0.214,3.2,-2.5,0.0359999999999999,,,,,0
Toby Bailey,PHX,24.0,198.12,96.615096,UCLA,USA,1998,2,45,46,3.5,1.6,0.7,3.5,0.063,0.1119999999999999,0.18,0.483,0.099,1999-00,1999,Wing (proxy),2.9,2.0,0.5,0.425,0.185,-7.3,0.6000000000000001,0.0579999999999999,,,,,0
Todd Day,MIN,31.0,198.12,85.275296,Arkansas,USA,1992,1,8,31,4.3,1.2,0.9,0.1,0.035,0.094,0.203,0.515,0.131,2000-01,2000,Wing (proxy),6.8,2.2,1.1,0.524,0.1969999999999999,9.5,-2.5,-0.009,,,,,0
Todd Fuller,MIA,26.0,210.82,115.66596,North Carolina State,USA,1996,1,11,10,2.8,1.8,0.1,-4.4,0.092,0.2,0.256,0.363,0.027,2000-01,2000,Big (proxy),3.3,2.7,0.1,0.461,0.184,-1.9,-0.5,-0.098,,,,,0
Todd MacCulloch,PHI,27.0,213.36,115.66596,Washington,Canada,1999,2,47,42,7.1,4.7,0.5,-4.4,0.094,0.185,0.172,0.5479999999999999,0.04,2002-03,2002,Big (proxy),9.7,6.1,1.3,0.562,0.175,6.3,-2.6,-0.0140000000000001,,,,,0
Tom Chambers,CHH,38.0,208.28,99.79024,Utah,USA,1981,1,8,12,1.6,1.2,0.3,-33.6,0.043,0.1689999999999999,0.236,0.29,0.077,1996-97,1996,Big (proxy),,,,,,,,,,,,,0
Tom Gugliotta,ATL,35.0,208.28,113.398,North Carolina State,USA,1992,1,6,47,5.1,4.1,1.4,-12.1,0.068,0.1689999999999999,0.151,0.46,0.115,2004-05,2004,Big (proxy),2.9,3.4,1.1,0.374,0.146,-7.9,2.2,0.086,,,,,0
Tom Hammonds,MIN,33.0,205.74,102.0582,Georgia Tech,USA,1989,1,9,56,2.1,1.8,0.2,-14.5,0.095,0.1889999999999999,0.166,0.481,0.044,1999-00,1999,Big (proxy),4.3,2.8,0.4,0.5,0.154,-1.2,-2.2,-0.019,,,,,0
Tomas Satoransky,WAS,30.0,200.66,95.25432,,Czech Republic,2012,2,32,55,3.6,2.3,3.3,-8.0,0.0289999999999999,0.11,0.124,0.461,0.285,2021-22,2021,Wing (proxy),7.7,2.4,4.7,0.614,0.15,-0.8,-4.1,-0.1529999999999999,,,,,0
Toney Douglas,MEM,31.0,187.96,88.45044,Florida State,USA,2009,1,29,24,4.9,2.5,2.3,-0.3,0.035,0.157,0.165,0.451,0.214,2016-17,2016,Guard (proxy),8.7,2.3,2.6,0.5429999999999999,0.192,-4.8,-3.799999999999999,-0.0919999999999999,,,,,0
Toni Kukoc,MIL,37.0,210.82,106.59412,,Croatia,1990,2,29,65,4.9,2.3,2.1,-4.3,0.0289999999999999,0.15,0.173,0.491,0.209,2005-06,2005,Big (proxy),5.6,3.0,3.0,0.523,0.145,-0.8,-0.6999999999999993,-0.032,,,,,0
Tony Allen,NOP,36.0,193.04,96.615096,Oklahoma State,USA,2004,1,25,22,4.7,2.1,0.4,-2.0,0.074,0.091,0.181,0.514,0.051,2017-18,2017,Guard (proxy),9.1,5.5,1.4,0.493,0.181,1.2,-4.4,0.021,,,,,0
Tony Battie,PHI,36.0,210.82,108.86208,Texas Tech,USA,1997,1,5,27,1.6,2.5,0.6,6.5,0.03,0.225,0.092,0.3979999999999999,0.08,2011-12,2011,Big (proxy),2.6,2.6,0.3,0.489,0.143,-4.9,-1.0,-0.091,,,,,0
Tony Bradley,CHI,25.0,210.82,112.490816,North Carolina,USA,2017,1,28,12,1.6,0.9,0.1,9.9,0.0289999999999999,0.278,0.174,0.69,0.042,2022-23,2022,Big (proxy),3.0,3.4,0.5,0.6,0.128,5.2,-1.4,0.0899999999999999,,,,,0
Tony Delk,DET,32.0,187.96,85.728888,Kentucky,USA,1996,1,16,24,7.6,2.2,1.4,-2.6,0.039,0.134,0.225,0.526,0.151,2005-06,2005,Guard (proxy),11.9,2.3,1.9,0.512,0.235,-8.0,-4.300000000000001,0.014,,,,,0
Tony Dumas,PHX,24.0,198.12,86.18248,Missouri-Kansas City,USA,1994,1,19,24,3.6,0.7,1.0,-4.1,0.012,0.055,0.1989999999999999,0.402,0.134,1996-97,1996,Wing (proxy),,,,,,,,,,,,,0
Tony Farmer,GSW,30.0,205.74,110.676448,Nebraska,USA,Undrafted,Undrafted,Undrafted,74,6.3,4.0,1.0,-4.6,0.1,0.176,0.177,0.542,0.094,1999-00,1999,Big (proxy),2.5,1.2,0.2,0.477,0.198,-6.4,3.8,0.065,,,,,0
Tony Massenburg,SAS,37.0,205.74,113.398,Maryland,USA,1990,2,43,61,3.2,2.7,0.2,-3.5,0.09,0.191,0.171,0.467,0.035,2004-05,2004,Big (proxy),4.3,3.2,0.5,0.509,0.171,-8.5,-1.0999999999999996,-0.0419999999999999,,,,,0
Tony Mitchell,DET,22.0,203.2,106.59412,North Texas,USA,2013,2,37,21,1.0,1.2,0.1,2.6,0.174,0.177,0.132,0.54,0.04,2013-14,2013,Wing (proxy),,,,,,,,,,,,,0
